"AQI_Bucket","PM2.5","AQI"
"Satisfactory","45.69","80"
"Moderate","50.36","107"
"Satisfactory","45.9","98"
"Satisfactory","41.57","74"
"Satisfactory","41.26","70"
"Moderate","31.08","110"
"","24.6",""
"Satisfactory","24.16","53"
"Moderate","49.75","102"
"Moderate","55.88","164"
"Moderate","28.48","102"
"Satisfactory","22.6","94"
"Satisfactory","32.08","100"
"Moderate","25.79","111"
"Moderate","28.04","103"
"Moderate","27.38","113"
"Moderate","41.74","102"
"Moderate","20.48","147"
"Moderate","33.32","123"
"Satisfactory","35.59","97"
"","81.29",""
"Moderate","72.18","154"
"Moderate","69.53","150"
"Moderate","75.46","151"
"Poor","78.69","247"
"Moderate","67.18","141"
"Moderate","65.39","121"
"Moderate","53.78","113"
"Moderate","63.35","111"
"","74.57",""
"","66.55",""
"","64.05",""
"","71.27",""
"Moderate","70.46","145"
"Moderate","","130"
"Moderate","63.38","128"
"Moderate","68.21","150"
"Moderate","69.73","156"
"Moderate","66.51","158"
"Moderate","49.62","114"
"Satisfactory","32.45","91"
"Satisfactory","29.33","80"
"Satisfactory","34.96","94"
"Moderate","38.84","105"
"Satisfactory","39.57","95"
"Satisfactory","44.44","100"
"Moderate","61.84","123"
"Moderate","57.58","123"
"Moderate","55.36","111"
"Moderate","58.41","111"
"Moderate","51.08","104"
"Satisfactory","41.31","92"
"Satisfactory","37.72","82"
"Moderate","66.82","106"
"Moderate","36.53","112"
"Satisfactory","43.64","86"
"Moderate","44.65","106"
"Moderate","40.48","102"
"Moderate","96.83","133"
"Moderate","69.5","149"
"Moderate","70.91","140"
"Moderate","84.08","147"
"Moderate","73.25","166"
"Moderate","91.39","171"
"Moderate","66.49","164"
"Moderate","64.72","140"
"Moderate","70.03","139"
"Moderate","69.44","135"
"Moderate","70.83","140"
"Moderate","70.47","144"
"Moderate","58.07","128"
"Satisfactory","51.81","100"
"Moderate","69.33","122"
"Moderate","74.79","145"
"Moderate","67.7","142"
"Moderate","48.99","120"
"Moderate","55.7","117"
"Moderate","66.78","144"
"Moderate","69.33","143"
"Moderate","66.12","132"
"Moderate","68.48","126"
"Moderate","68.87","133"
"Moderate","71.38","136"
"Moderate","73.33","140"
"Moderate","59.35","138"
"Moderate","88.14","151"
"Moderate","74.94","164"
"Moderate","130.23","195"
"Moderate","82.05","180"
"Moderate","79.19","169"
"Moderate","76.47","163"
"Moderate","76.08","164"
"Moderate","63.18","136"
"Moderate","68.65","132"
"Moderate","112.35","184"
"Moderate","65.09","156"
"Moderate","68.45","138"
"Moderate","57.7","122"
"Moderate","68.55","126"
"Moderate","77.77","163"
"Moderate","79.18","174"
"Moderate","76.33","164"
"Moderate","73.15","158"
"Moderate","72.41","146"
"Moderate","72.66","146"
"Moderate","77.65","160"
"Moderate","74.08","165"
"Moderate","76.19","160"
"Moderate","74.76","155"
"Moderate","70.48","150"
"Moderate","72.38","140"
"Moderate","70.98","143"
"Moderate","65.1","132"
"Moderate","64.2","125"
"Moderate","65.86","129"
"Moderate","61.1","129"
"Moderate","64.18","131"
"Moderate","68.52","133"
"Moderate","72.01","142"
"Moderate","60.4","125"
"Moderate","67.07","121"
"Moderate","68.8","139"
"Moderate","66.84","146"
"Moderate","69.43","167"
"Moderate","68.84","138"
"Moderate","67.69","140"
"Moderate","59.46","137"
"Moderate","53.45","130"
"Moderate","50.88","129"
"Moderate","47.46","125"
"Moderate","43.48","114"
"Moderate","39.14","104"
"Moderate","41.79","111"
"Moderate","48.86","111"
"Moderate","56.76","125"
"Moderate","46.18","114"
"Moderate","50.05","108"
"Moderate","52.28","113"
"Satisfactory","50.55","100"
"Moderate","54.34","102"
"Satisfactory","46.38","94"
"Satisfactory","50.52","100"
"Moderate","52.88","113"
"Moderate","51.84","110"
"Moderate","49.86","108"
"Moderate","55.87","116"
"Moderate","46.22","111"
"Moderate","47.64","103"
"Moderate","54.76","107"
"Moderate","57.85","114"
"Moderate","56.99","123"
"Moderate","43.57","106"
"Moderate","43.37","104"
"Moderate","56.87","118"
"Moderate","57.66","134"
"Moderate","62.25","129"
"Moderate","54.84","124"
"Moderate","52.72","118"
"Moderate","51.59","119"
"Moderate","54.72","122"
"Moderate","47.44","114"
"Moderate","47.97","106"
"Moderate","50.78","108"
"Moderate","53.81","107"
"Moderate","57.28","118"
"Moderate","66.37","122"
"Moderate","53.02","124"
"Satisfactory","38.87","95"
"Satisfactory","39.69","88"
"Moderate","47.34","103"
"Satisfactory","47.88","96"
"Moderate","60.25","115"
"Moderate","51","105"
"Satisfactory","41.38","80"
"Satisfactory","48.07","93"
"Moderate","54.74","103"
"Moderate","57.87","108"
"Moderate","57.07","126"
"Moderate","56.64","128"
"Moderate","59.91","131"
"Moderate","71.4","135"
"Moderate","61.47","126"
"Moderate","59.53","123"
"Moderate","53.11","116"
"Moderate","62.27","122"
"Moderate","54.62","120"
"Moderate","50.15","110"
"Moderate","43.05","103"
"Satisfactory","37.91","84"
"Satisfactory","51.35","99"
"Moderate","44.94","101"
"Satisfactory","41.51","92"
"Satisfactory","46.87","98"
"Satisfactory","35.9","93"
"Satisfactory","30.27","85"
"Satisfactory","40.26","95"
"Satisfactory","35.54","98"
"Satisfactory","27.63","88"
"Satisfactory","31.58","83"
"Satisfactory","25.24","83"
"Satisfactory","23.05","79"
"Satisfactory","29.71","73"
"Satisfactory","45.86","100"
"Satisfactory","34.29","99"
"Satisfactory","37.19","93"
"Moderate","43.52","108"
"Moderate","42.38","117"
"Moderate","49.14","122"
"Moderate","42.97","117"
"Satisfactory","33.12","90"
"Satisfactory","33.09","90"
"Moderate","35.61","104"
"Satisfactory","38.11","94"
"Moderate","39.78","101"
"Satisfactory","39.85","94"
"Moderate","43.44","102"
"Moderate","44.84","103"
"Moderate","43.83","116"
"Moderate","36.08","101"
"Satisfactory","31.39","98"
"Satisfactory","19.59","81"
"Satisfactory","28.81","74"
"Satisfactory","31.91","83"
"Satisfactory","33.68","93"
"Moderate","43.05","111"
"Moderate","44.32","112"
"Moderate","33.83","101"
"Satisfactory","32.76","95"
"Satisfactory","33.05","96"
"Moderate","31.85","101"
"Satisfactory","29.86","100"
"Satisfactory","24.49","87"
"Satisfactory","41.89","85"
"Moderate","43.47","106"
"Satisfactory","37.31","89"
"Moderate","47.42","103"
"Moderate","38.59","117"
"Moderate","48.33","132"
"Moderate","42.68","120"
"Moderate","47.5","110"
"Moderate","36.41","104"
"Moderate","42.17","119"
"Satisfactory","23.65","91"
"Satisfactory","26.11","83"
"Satisfactory","31.17","87"
"Satisfactory","34.68","84"
"Satisfactory","31.7","89"
"Satisfactory","32.57","93"
"Moderate","37.26","110"
"Satisfactory","36.7","82"
"Satisfactory","34.85","83"
"Satisfactory","30.95","89"
"Satisfactory","31.51","83"
"Satisfactory","31.33","84"
"Satisfactory","19.68","69"
"Satisfactory","19.43","68"
"Satisfactory","20.03","64"
"Satisfactory","16.49","52"
"Satisfactory","22.31","53"
"Satisfactory","29.92","70"
"Satisfactory","30.85","84"
"Satisfactory","34.44","86"
"Satisfactory","27.83","86"
"Satisfactory","22.9","67"
"Satisfactory","21.99","67"
"Satisfactory","17.2","59"
"Good","14.61","50"
"Satisfactory","15.27","58"
"Satisfactory","10.31","52"
"Satisfactory","21.26","56"
"Satisfactory","20.07","56"
"Good","16.99","41"
"Good","16.31","41"
"Good","16.23","41"
"Good","17.64","44"
"Good","18.93","46"
"Satisfactory","18.18","65"
"Satisfactory","20.85","62"
"Satisfactory","16.91","60"
"Satisfactory","16.48","53"
"Satisfactory","16.28","59"
"Satisfactory","15.97","71"
"Satisfactory","13.22","68"
"Good","20.05","49"
"Satisfactory","22.74","59"
"Satisfactory","19.92","62"
"Good","16.63","44"
"Good","19.7","48"
"Satisfactory","19.05","54"
"Good","11.93","49"
"Good","13.21","37"
"Good","17.97","42"
"Satisfactory","16.12","58"
"Satisfactory","11.04","72"
"Good","12.14","38"
"Good","14.13","33"
"Good","14.39","45"
"Good","12.58","37"
"Good","19.61","41"
"Satisfactory","19.54","55"
"Good","17.69","49"
"Satisfactory","15.64","54"
"Satisfactory","17.88","52"
"Satisfactory","14.41","54"
"Satisfactory","14.52","54"
"Satisfactory","18.23","53"
"Satisfactory","26.09","72"
"Satisfactory","26.02","87"
"Satisfactory","19.21","73"
"Satisfactory","21.88","72"
"Satisfactory","25.77","72"
"Satisfactory","30.8","92"
"Satisfactory","23.43","90"
"Satisfactory","20.2","66"
"Satisfactory","26.91","72"
"Satisfactory","18.92","54"
"Satisfactory","16.17","53"
"Good","18.07","49"
"Good","17.09","48"
"Good","16.39","43"
"Good","11.98","47"
"Good","11.66","42"
"Good","16.97","41"
"Satisfactory","22.11","65"
"Good","7.78","40"
"Good","18.56","35"
"Good","15.3","44"
"Good","15.28","48"
"Good","13.19","47"
"Good","10.08","34"
"Good","10.33","39"
"Good","12.51","40"
"Good","14.36","48"
"Satisfactory","15.34","52"
"Good","14.61","50"
"Good","15.31","48"
"Good","16.51","48"
"Satisfactory","20.98","53"
"Satisfactory","24.66","68"
"Satisfactory","22.43","77"
"Satisfactory","23.16","70"
"Good","18.51","50"
"Good","15.84","48"
"Good","20.36","50"
"Satisfactory","27.05","72"
"Satisfactory","25.36","76"
"Satisfactory","25.42","82"
"Satisfactory","21.61","62"
"Satisfactory","34.85","79"
"Satisfactory","38.35","86"
"Satisfactory","33.85","79"
"Satisfactory","35.06","71"
"Satisfactory","41.83","78"
"Satisfactory","42.24","85"
"Satisfactory","43.69","92"
"Moderate","48.98","101"
"Satisfactory","35.58","85"
"Satisfactory","39.68","68"
"Satisfactory","38.6","79"
"Satisfactory","40.88","81"
"Satisfactory","37.91","91"
"Satisfactory","27.29","62"
"Satisfactory","32.25","65"
"Satisfactory","34.94","62"
"Satisfactory","41.46","84"
"Moderate","53.68","108"
"Satisfactory","43.09","95"
"Satisfactory","45.92","92"
"Satisfactory","55.39","100"
"Moderate","67.69","118"
"Moderate","63.16","128"
"Satisfactory","37.8","94"
"Satisfactory","36.5","72"
"Satisfactory","39.63","79"
"Satisfactory","39.8","84"
"Moderate","56.36","109"
"Moderate","65.91","124"
"Moderate","64.44","130"
"Moderate","60.07","124"
"Moderate","56.5","128"
"Moderate","52.63","120"
"Moderate","54.39","121"
"Moderate","58.56","118"
"Moderate","54.35","108"
"Satisfactory","58.24","100"
"Moderate","53.26","105"
"Satisfactory","41.03","83"
"Satisfactory","40.35","73"
"Satisfactory","43.99","74"
"Moderate","58.44","105"
"Moderate","61.34","119"
"Moderate","66.82","125"
"Moderate","67.12","133"
"Moderate","67.52","142"
"Moderate","60.72","128"
"Moderate","48.68","107"
"Moderate","57.44","117"
"Moderate","56.51","120"
"Moderate","56.02","110"
"Moderate","57.32","115"
"Moderate","56.98","117"
"Moderate","50.87","106"
"Satisfactory","34.07","86"
"Satisfactory","25.96","58"
"Satisfactory","24.88","55"
"Satisfactory","32.8","64"
"Satisfactory","44.66","80"
"Satisfactory","54.63","95"
"Moderate","59.82","107"
"Moderate","64.36","114"
"Moderate","69.5","129"
"Moderate","61.15","131"
"Moderate","62.68","127"
"Moderate","66.08","134"
"Moderate","67.28","139"
"Moderate","58.4","133"
"Moderate","46.2","118"
"Satisfactory","23.09","76"
"Satisfactory","19.06","57"
"Satisfactory","26.04","53"
"Satisfactory","52.12","86"
"Moderate","63.08","129"
"Moderate","66","131"
"Moderate","71.81","133"
"Moderate","72.98","148"
"Moderate","69.28","140"
"Moderate","63.01","135"
"Moderate","69.91","138"
"Moderate","73.48","142"
"Moderate","72.26","146"
"Moderate","67.69","139"
"Moderate","69.94","135"
"Moderate","71.17","137"
"Moderate","74.62","140"
"Moderate","77.72","154"
"Moderate","67.3","146"
"Moderate","62.87","123"
"Moderate","61.66","108"
"Moderate","76.14","132"
"Moderate","78.36","159"
"Moderate","77.94","161"
"Moderate","76.22","158"
"Moderate","74.78","153"
"Moderate","74.19","145"
"Moderate","74.48","144"
"Moderate","75.15","157"
"Moderate","76.15","151"
"Moderate","59.61","141"
"Satisfactory","22.35","67"
"Satisfactory","32.77","54"
"Satisfactory","44.72","76"
"Moderate","55.1","104"
"Moderate","72.66","127"
"Moderate","78.01","151"
"Moderate","76.81","159"
"Moderate","73.18","153"
"Moderate","67.91","136"
"Moderate","68.06","126"
"Moderate","64.1","131"
"Moderate","68.76","132"
"Moderate","71.7","139"
"Moderate","65.24","134"
"Moderate","66.79","132"
"Moderate","71.55","133"
"Moderate","69.7","141"
"Moderate","75.25","142"
"Moderate","73.03","148"
"Moderate","77.71","149"
"Moderate","76.5","155"
"Moderate","73.78","151"
"Moderate","74.7","146"
"Moderate","75.43","146"
"Moderate","75.77","153"
"Moderate","78.62","154"
"Moderate","72.03","154"
"Moderate","74.37","146"
"Moderate","75.13","147"
"Moderate","75.55","152"
"Moderate","73.51","150"
"Moderate","75.34","148"
"Moderate","78.12","153"
"Moderate","70","155"
"Moderate","66.4","132"
"Moderate","47.29","105"
"Moderate","60.93","105"
"Moderate","59.22","112"
"Satisfactory","36.51","96"
"Satisfactory","36.21","73"
"Satisfactory","51.29","72"
"Moderate","71.62","124"
"Moderate","64.42","136"
"Moderate","55.6","108"
"Moderate","63.8","114"
"Moderate","66.44","131"
"Moderate","62.22","118"
"Moderate","60.26","120"
"Moderate","63.75","110"
"Moderate","63.26","115"
"Moderate","68.06","130"
"Moderate","58.46","120"
"Moderate","58.24","114"
"Moderate","55.67","128"
"Moderate","58.82","130"
"Moderate","58.64","118"
"Moderate","64.14","122"
"Moderate","64.94","130"
"Moderate","62.79","127"
"Moderate","38.84","102"
"Satisfactory","48.34","91"
"Moderate","45.12","101"
"Moderate","65.14","109"
"Moderate","55.8","123"
"Satisfactory","35.07","87"
"Satisfactory","39.32","82"
"Satisfactory","44.63","94"
"Moderate","57.13","115"
"Moderate","46.64","114"
"Satisfactory","49.41","100"
"Moderate","54.83","117"
"Moderate","57.06","111"
"Moderate","50.34","112"
"Moderate","55.59","120"
"Satisfactory","33.05","85"
"Satisfactory","35.27","68"
"Satisfactory","40.97","80"
"Moderate","59.27","117"
"Moderate","62.5","136"
"Moderate","66.8","143"
"Moderate","66.34","143"
"Moderate","49.68","122"
"Moderate","45.2","102"
"Satisfactory","36.59","92"
"Satisfactory","40.84","97"
"Moderate","41.23","101"
"Moderate","41.63","101"
"Moderate","48.94","104"
"Moderate","39.06","101"
"Satisfactory","37.73","97"
"Satisfactory","39.82","93"
"Satisfactory","30.77","85"
"Satisfactory","41.63","86"
"Satisfactory","41.06","95"
"Satisfactory","36.35","87"
"Moderate","43.36","101"
"Moderate","50.52","111"
"Moderate","50.06","107"
"Moderate","51.5","113"
"Moderate","48.51","107"
"Moderate","55.2","114"
"Moderate","59.8","127"
"Moderate","59.21","132"
"Moderate","48.49","124"
"Moderate","37.8","106"
"Moderate","43.82","114"
"Moderate","45.6","106"
"Moderate","39.01","102"
"Satisfactory","31.28","93"
"Satisfactory","37.69","89"
"Satisfactory","33.48","78"
"Satisfactory","33.08","80"
"Satisfactory","40.63","91"
"Satisfactory","42.14","100"
"Satisfactory","31.45","87"
"Satisfactory","36.35","82"
"Satisfactory","32.69","91"
"Moderate","41","102"
"Satisfactory","37.57","95"
"Moderate","39.47","104"
"Satisfactory","33.26","91"
"Satisfactory","43.07","96"
"Satisfactory","30.74","94"
"Satisfactory","25.52","69"
"Satisfactory","24.77","69"
"Satisfactory","27.5","70"
"Satisfactory","34.65","96"
"Satisfactory","29.87","92"
"Moderate","36.16","102"
"Moderate","43.87","108"
"Moderate","51.92","124"
"Moderate","41.82","112"
"Moderate","39.66","103"
"Satisfactory","38.87","98"
"Satisfactory","36.43","96"
"Moderate","38.41","111"
"Moderate","36.05","119"
"Moderate","32.12","110"
"Moderate","36.53","106"
"Moderate","43.68","118"
"Moderate","52.95","130"
"Moderate","47.23","133"
"Moderate","46.82","132"
"Moderate","46.39","125"
"Moderate","48.29","121"
"Moderate","37.24","104"
"Moderate","41.34","109"
"Satisfactory","38.89","98"
"Moderate","42.5","110"
"Satisfactory","36.62","93"
"Moderate","43.35","109"
"Moderate","48.5","112"
"Moderate","55.84","134"
"Moderate","48.9","120"
"Moderate","43.6","111"
"Moderate","36.78","109"
"Moderate","44.73","104"
"Satisfactory","37.62","92"
"Moderate","46.56","112"
"Moderate","49.91","124"
"Moderate","41.93","114"
"Moderate","41.88","112"
"Moderate","52.22","124"
"Moderate","42.3","119"
"Moderate","39.47","105"
"Satisfactory","34.95","95"
"Moderate","44.33","111"
"Satisfactory","27.67","91"
"Satisfactory","24.01","75"
"Satisfactory","35.63","86"
"Moderate","35.67","103"
"Satisfactory","28.41","89"
"Satisfactory","32.08","78"
"Satisfactory","31.14","88"
"Satisfactory","23.71","75"
"Satisfactory","12.39","60"
"Good","8.7","48"
"Good","11.21","39"
"Good","15.94","40"
"Satisfactory","22.29","55"
"Satisfactory","19.58","57"
"Satisfactory","23.78","60"
"Satisfactory","22.29","60"
"Satisfactory","21.59","60"
"Satisfactory","18.96","54"
"Satisfactory","28.11","65"
"Satisfactory","24.75","60"
"Satisfactory","26.44","60"
"Satisfactory","25.45","62"
"Satisfactory","27","62"
"Satisfactory","18.07","60"
"Good","9.85","38"
"Good","9.89","35"
"Good","12.75","35"
"Good","18.55","39"
"Good","18.32","44"
"Good","17.75","36"
"Good","20.08","46"
"Good","17.71","49"
"Good","16.27","46"
"Good","15.95","42"
"Good","15.22","47"
"Good","16.51","36"
"Good","15.35","43"
"Good","12.67","36"
"Good","16.54","40"
"Good","18.41","45"
"Good","12.8","46"
"Good","14.43","36"
"Good","15.96","44"
"Satisfactory","24.07","60"
"Satisfactory","22.29","68"
"Satisfactory","26.43","70"
"Satisfactory","31.27","89"
"Satisfactory","20.12","64"
"Satisfactory","14.08","54"
"Good","12.01","48"
"Good","8.13","48"
"Good","10.24","47"
"Good","12.86","49"
"Good","14.72","50"
"Good","12.96","47"
"Good","13.46","47"
"Good","8.99","42"
"Good","8.48","35"
"Good","10.95","37"
"Good","10.31","41"
"Good","8.01","37"
"Good","6.75","39"
"Good","6.24","36"
"Good","7.95","37"
"Satisfactory","10.01","51"
"Good","9.72","46"
"Good","12.45","47"
"Good","12.46","46"
"Good","11.94","45"
"Good","17.37","50"
"Satisfactory","24.17","63"
"Satisfactory","29.79","72"
"Satisfactory","23.12","75"
"Satisfactory","19.11","58"
"Satisfactory","17.17","53"
"Satisfactory","23.03","69"
"Satisfactory","29.92","89"
"Satisfactory","25.94","85"
"Satisfactory","31.38","82"
"Satisfactory","27.23","75"
"Satisfactory","20.35","67"
"Satisfactory","23.71","65"
"Satisfactory","14.82","51"
"Satisfactory","14.89","51"
"Satisfactory","17.16","52"
"Satisfactory","18.86","65"
"Satisfactory","19.35","68"
"Satisfactory","16.92","65"
"Satisfactory","16.5","54"
"Good","13.98","41"
"Good","11.85","44"
"Good","15.72","38"
"Good","12.92","38"
"Good","12.2","35"
"Good","11.14","32"
"Good","11.92","34"
"Good","13.65","32"
"Good","10.31","33"
"Good","13.26","36"
"Good","14.98","39"
"Good","18.19","50"
"Satisfactory","21.73","57"
"Good","16.32","49"
"Good","18.39","48"
"Satisfactory","22.47","61"
"Satisfactory","28.23","65"
"Satisfactory","28.85","65"
"Satisfactory","25.01","65"
"Satisfactory","25.6","56"
"Satisfactory","20.54","53"
"Satisfactory","25.81","61"
"Satisfactory","27.01","61"
"Satisfactory","32.95","65"
"Satisfactory","28.07","60"
"Good","22.37","49"
"Satisfactory","20.4","53"
"Good","15.49","38"
"Good","25.85","44"
"Satisfactory","33.27","63"
"Satisfactory","41.11","75"
"Satisfactory","39.12","87"
"Satisfactory","31.98","72"
"Satisfactory","32.24","85"
"Satisfactory","34.73","81"
"Satisfactory","40.22","71"
"Satisfactory","42.99","82"
"Satisfactory","50.79","86"
"Satisfactory","56.9","95"
"Satisfactory","54.17","92"
"Satisfactory","39.07","80"
"Satisfactory","34.57","70"
"Satisfactory","34.91","67"
"Satisfactory","36.35","70"
"Satisfactory","53.22","88"
"Satisfactory","52.62","98"
"Satisfactory","59.41","98"
"Moderate","48.12","117"
"Satisfactory","24.3","64"
"Satisfactory","22.92","54"
"Satisfactory","28.04","63"
"Satisfactory","22.03","53"
"Satisfactory","41.03","71"
"Satisfactory","37.8","78"
"Satisfactory","22.53","72"
"Satisfactory","23.54","51"
"Satisfactory","18.81","52"
"Satisfactory","40.65","59"
"Moderate","64.09","126"
"Satisfactory","42.04","94"
"Satisfactory","40.41","82"
"Satisfactory","21.39","76"
"Satisfactory","22.51","54"
"Satisfactory","29.98","66"
"Satisfactory","37.22","84"
"Satisfactory","57.61","96"
"Moderate","84.85","155"
"Moderate","84","177"
"Moderate","70.7","155"
"Moderate","69.8","131"
"Moderate","81.35","156"
"Moderate","72.38","169"
"Moderate","60.06","122"
"Moderate","56.27","104"
"Moderate","62.64","123"
"Moderate","67.77","125"
"Moderate","69.15","127"
"Moderate","66.42","141"
"Moderate","70.79","131"
"Moderate","76.03","145"
"Moderate","82.72","165"
"Moderate","84.11","181"
"Moderate","78.63","161"
"Moderate","76.7","161"
"Moderate","75.82","159"
"Moderate","80.31","156"
"Moderate","86.18","163"
"Moderate","80.88","176"
"Moderate","71.3","154"
"Moderate","74.49","146"
"Moderate","62.42","129"
"Moderate","63.81","127"
"Moderate","61.97","127"
"Satisfactory","45.57","92"
"Satisfactory","47.66","75"
"Moderate","79.37","144"
"Moderate","82.44","172"
"Moderate","85.82","178"
"Moderate","83.29","186"
"Moderate","67.07","156"
"Moderate","57.77","119"
"Moderate","58.14","117"
"Moderate","64.73","125"
"Moderate","55.77","125"
"Satisfactory","31.86","85"
"Satisfactory","40.8","78"
"Satisfactory","43.43","87"
"Satisfactory","50.84","96"
"Moderate","69.16","120"
"Moderate","75.72","150"
"Moderate","75.66","147"
"Moderate","78.86","151"
"Moderate","82.1","172"
"Moderate","77.15","166"
"Moderate","74.42","157"
"Moderate","62.38","130"
"Moderate","72.06","131"
"Moderate","62.79","128"
"Moderate","56.3","119"
"Moderate","73.73","130"
"Moderate","80.23","158"
"Moderate","72.02","143"
"Moderate","47.37","107"
"Satisfactory","41.19","82"
"Satisfactory","30.8","64"
"Satisfactory","33.09","64"
"Satisfactory","57.96","87"
"Moderate","64.52","112"
"Moderate","56.86","125"
"Satisfactory","51.1","93"
"Satisfactory","40.04","82"
"Satisfactory","46.45","84"
"Moderate","74.35","123"
"Moderate","74.55","149"
"Moderate","67.37","140"
"Moderate","65.69","128"
"Moderate","72.24","134"
"Moderate","50.23","119"
"Satisfactory","35.28","76"
"Satisfactory","31.16","66"
"Satisfactory","35.01","69"
"Satisfactory","34.14","74"
"Satisfactory","39.98","77"
"Satisfactory","37.27","84"
"Satisfactory","38.79","84"
"Moderate","56.38","106"
"Moderate","63.09","125"
"Moderate","67.01","133"
"Moderate","62.52","131"
"Moderate","57.99","128"
"Moderate","51.37","107"
"Moderate","58.15","128"
"Moderate","68.2","126"
"Moderate","59.22","141"
"Satisfactory","38.88","99"
"Satisfactory","40.2","77"
"Satisfactory","36.94","76"
"Satisfactory","27.77","71"
"Satisfactory","32.73","70"
"Satisfactory","30.56","80"
"Satisfactory","32.21","80"
"Satisfactory","38.5","79"
"Satisfactory","41.49","82"
"Satisfactory","39.28","68"
"Satisfactory","42.7","75"
"Satisfactory","56.38","94"
"Moderate","61.85","122"
"Moderate","74.29","146"
"Moderate","66.96","154"
"Moderate","65.61","140"
"Moderate","59.75","126"
"Moderate","45.93","116"
"Moderate","49.6","112"
"Satisfactory","45.57","97"
"Satisfactory","35.27","86"
"Satisfactory","28.81","72"
"Satisfactory","25.6","68"
"Satisfactory","32.51","70"
"Satisfactory","42.14","86"
"Moderate","55.84","112"
"Moderate","38.49","108"
"Satisfactory","40.35","97"
"Satisfactory","42.44","91"
"Satisfactory","43.21","92"
"Satisfactory","48.6","95"
"Satisfactory","49.59","97"
"Moderate","46.51","106"
"Moderate","57.23","113"
"Satisfactory","33.87","100"
"Satisfactory","38.58","85"
"Satisfactory","33.94","77"
"Satisfactory","32.84","70"
"Satisfactory","25.67","65"
"Satisfactory","29.93","62"
"Satisfactory","31.53","78"
"Satisfactory","27.51","79"
"Satisfactory","33.45","75"
"Satisfactory","32.03","82"
"Satisfactory","27.86","71"
"Satisfactory","25.08","67"
"Satisfactory","26.32","67"
"Satisfactory","43.39","87"
"Satisfactory","33.71","79"
"Satisfactory","39.85","84"
"Moderate","38","102"
"Satisfactory","37.97","73"
"Satisfactory","28.75","66"
"Satisfactory","28.47","60"
"Satisfactory","29","59"
"Satisfactory","34.09","65"
"Satisfactory","36.17","70"
"Satisfactory","42.07","75"
"Satisfactory","34.79","72"
"Satisfactory","42.42","68"
"Satisfactory","47.96","87"
"Satisfactory","48.05","88"
"Satisfactory","38.13","73"
"Satisfactory","37.34","67"
"Satisfactory","30.18","66"
"Satisfactory","27.87","64"
"Satisfactory","19.76","77"
"Satisfactory","19.94","56"
"Satisfactory","29.36","59"
"Satisfactory","18.95","62"
"Satisfactory","23.99","55"
"Satisfactory","33.4","61"
"Satisfactory","35.21","68"
"Satisfactory","38.07","74"
"Satisfactory","33.99","74"
"Satisfactory","37.13","70"
"Satisfactory","38.44","74"
"Satisfactory","35.67","75"
"Satisfactory","30.21","67"
"Satisfactory","26.47","58"
"Satisfactory","22.83","54"
"Good","25.12","50"
"Satisfactory","27.57","53"
"Satisfactory","28.99","63"
"Satisfactory","31.76","62"
"Satisfactory","29.9","71"
"Satisfactory","23.51","56"
"Satisfactory","23.36","56"
"Satisfactory","16.03","51"
"Satisfactory","21.12","59"
"Satisfactory","22.69","67"
"Satisfactory","24.62","54"
"Satisfactory","33.03","70"
"Satisfactory","28.18","77"
"Satisfactory","31.36","71"
"Satisfactory","25.18","73"
"Satisfactory","26.84","59"
"Satisfactory","27.46","65"
"Satisfactory","29.56","69"
"Satisfactory","28.15","65"
"Satisfactory","38.65","83"
"Satisfactory","32.09","74"
"Satisfactory","24.1","64"
"Satisfactory","25.06","60"
"Satisfactory","24.12","60"
"Satisfactory","27.65","67"
"Satisfactory","32.47","70"
"Satisfactory","31.05","72"
"Satisfactory","42.41","93"
"Moderate","36.62","106"
"Moderate","31.59","109"
"Moderate","39.91","114"
"Moderate","44.09","122"
"Moderate","41.03","116"
"Moderate","33.07","102"
"Satisfactory","32.51","89"
"Satisfactory","28.66","87"
"Satisfactory","26.7","86"
"Satisfactory","21.07","84"
"Satisfactory","18.56","65"
"Satisfactory","25.17","67"
"Satisfactory","30","55"
"Satisfactory","16.47","79"
"Good","11.74","38"
"Good","13.93","33"
"Good","19.57","38"
"Satisfactory","23.02","58"
"Satisfactory","19.49","64"
"Satisfactory","20.2","54"
"Satisfactory","17.96","57"
"Good","20.26","48"
"Good","19.96","42"
"Good","17.19","42"
"Good","9.87","38"
"Good","9.8","32"
"Good","13.53","33"
"Good","10.31","31"
"Good","10.31","29"
"Good","14.04","30"
"Good","20.19","37"
"Satisfactory","22.5","52"
"Satisfactory","24","56"
"Satisfactory","22.91","60"
"Satisfactory","22.36","51"
"Satisfactory","21.25","51"
"Satisfactory","22.41","52"
"Satisfactory","27.05","52"
"Satisfactory","23.29","58"
"Good","15.8","49"
"Good","20.24","47"
"Good","19.38","46"
"Good","26.83","48"
"","",""
"","",""
"","",""
"","",""
"","",""
"","64.78",""
"Moderate","70.1","149"
"Moderate","67.5","126"
"Satisfactory","24.8","85"
"Satisfactory","32.3","62"
"Satisfactory","55.36","77"
"Satisfactory","47.62","86"
"Satisfactory","61.34","90"
"Satisfactory","36.51","85"
"Satisfactory","19.66","59"
"Good","16.8","50"
"Good","14.37","43"
"Satisfactory","25.14","55"
"Satisfactory","28.74","80"
"Satisfactory","39.4","58"
"Satisfactory","52.82","78"
"Satisfactory","56.88","94"
