"AQI_Bucket","PM2.5","AQI"
"Severe","41.76","492"
"Very Poor","46.91","343"
"Severe","59.98","604"
"Severe","82.79","1028"
"Severe","62.6","755"
"Severe","72.53","489"
"Very Poor","44.69","373"
"Severe","54.18","914"
"Severe","81.84","895"
"Severe","46.48","502"
"Severe","62.32","834"
"Severe","37.26","826"
"Severe","37.96","403"
"Poor","34.1","253"
"Severe","64.5","789"
"Severe","50.97","904"
"Severe","64.44","467"
"Poor","51.5","296"
"Very Poor","33.38","307"
"Very Poor","42.11","350"
"Very Poor","46.35","318"
"Very Poor","61.32","338"
"Poor","48.84","276"
"Poor","39.23","286"
"Severe","45.37","461"
"Severe","55.7","824"
"Severe","54.11","754"
"Severe","52.68","926"
"Poor","44.12","280"
"Very Poor","46.52","310"
"Severe","57.06","606"
"Severe","84.14","632"
"Poor","52.24","262"
"Severe","62.44","428"
"Severe","66.97","625"
"Very Poor","75.05","321"
"Very Poor","60.5","353"
"Severe","88.33","1017"
"Severe","78.11","876"
"Very Poor","62.04","380"
"Severe","73.98","730"
"Severe","75.84","998"
"Severe","92.21","917"
"Severe","64.71","402"
"Severe","67.44","404"
"Severe","69.51","559"
"Severe","112.44","1459"
"Severe","133.21","1222"
"Severe","89.74","869"
"Severe","74.35","471"
"Very Poor","96.96","353"
"Severe","122.78","679"
"Severe","109.21","688"
"Severe","94.41","1044"
"Severe","97.92","537"
"Severe","97.68","420"
"Severe","99.9","534"
"Severe","78.55","472"
"Severe","73.58","493"
"Severe","64.02","566"
"Severe","81.22","1121"
"Severe","75.74","944"
"Very Poor","70.14","395"
"Severe","67.2","406"
"Severe","225.49","649"
"Severe","182.46","428"
"Very Poor","95.69","392"
"Poor","93.12","274"
"Very Poor","64.3","354"
"Severe","81.71","419"
"Severe","66.39","1205"
"Severe","92.59","778"
"Severe","84.47","730"
"Severe","76.98","608"
"","",""
"","",""
"","84.95",""
"Severe","91.99","1346"
"Severe","110.7","1015"
"Poor","132.76","255"
"Severe","113.47","518"
"Severe","101.68","604"
"Very Poor","86.07","315"
"Very Poor","72.58","326"
"Severe","81.79","449"
"Severe","72.54","455"
"Very Poor","58.71","398"
"Very Poor","72.51","346"
"Poor","43.83","291"
"","15.52",""
"","",""
"","",""
"","",""
"","46.04",""
"Poor","37.55","281"
"Very Poor","33.97","330"
"Very Poor","35.48","356"
"Very Poor","34.11","359"
"Severe","33.69","547"
"Severe","42.31","813"
"Very Poor","24.6","321"
"Poor","27.93","270"
"Very Poor","41.39","323"
"Very Poor","46.79","344"
"Severe","51.63","404"
"Severe","63.15","558"
"Severe","57.47","435"
"Severe","50.27","440"
"Very Poor","42.02","374"
"Severe","48.74","515"
"Very Poor","46.51","360"
"Severe","48.1","467"
"Severe","41.38","402"
"Severe","46.46","419"
"Severe","39.68","408"
"Severe","38.27","402"
"Very Poor","35.06","303"
"Very Poor","30.07","354"
"Very Poor","48.74","358"
"Very Poor","35.3","324"
"Very Poor","34.31","360"
"Very Poor","33.97","348"
"Very Poor","41.08","333"
"Very Poor","25.56","321"
"Very Poor","26.75","338"
"Very Poor","32.71","369"
"Very Poor","32.79","397"
"Severe","28.02","414"
"Very Poor","26.92","363"
"Very Poor","69.38","371"
"Severe","42.08","565"
"Very Poor","35.67","348"
"Moderate","63.09","184"
"Very Poor","46.13","328"
"Severe","57.49","440"
"Severe","49.23","411"
"Severe","70.03","469"
"Severe","60.03","436"
"Severe","49.43","517"
"Severe","59.63","640"
"Severe","53.13","465"
"Severe","43.22","486"
"Severe","44.75","446"
"Severe","44.27","426"
"Severe","47.77","534"
"Severe","47.88","610"
"Severe","47.71","491"
"Severe","34.72","451"
"Severe","37.99","509"
"Severe","41.69","491"
"Severe","45.31","524"
"Severe","43.48","575"
"Severe","41.97","490"
"Severe","38.49","503"
"Severe","41.7","469"
"Severe","42.43","455"
"Severe","38.99","488"
"Severe","34.92","513"
"Severe","32.7","466"
"Severe","44.65","429"
"Severe","51.63","459"
"Very Poor","48.67","385"
"Very Poor","37.73","309"
"Severe","73.98","587"
"Severe","52.55","482"
"Severe","48.26","502"
"Severe","46.8","469"
"Severe","39.43","413"
"Severe","47.55","478"
"Severe","43.84","515"
"Severe","41.45","461"
"","28.8",""
"Severe","47.31","957"
"Severe","56.72","685"
"Severe","45.43","492"
"Severe","37.7","464"
"Severe","43.43","477"
"Severe","50.53","564"
"Severe","60.09","545"
"Severe","57.61","530"
"Severe","44.1","448"
"Severe","22.26","440"
"Severe","37.97","452"
"Severe","46.3","573"
"Severe","41.77","467"
"Severe","47.52","492"
"Severe","50.55","471"
"Severe","27.6","505"
"Severe","41.4","473"
"Severe","44.46","539"
"Severe","39.88","627"
"Severe","46.58","466"
"Severe","36.44","465"
"Severe","45.37","462"
"Severe","47.67","523"
"Very Poor","41.31","385"
"Very Poor","30.82","360"
"Severe","45.77","532"
"Severe","58.51","651"
"Severe","36.1","434"
"Severe","38.5","517"
"Severe","40.53","563"
"Severe","37.05","464"
"Severe","31.28","420"
"Severe","25.64","419"
"Severe","40.18","447"
"Severe","39.16","401"
"Severe","45.55","446"
"Severe","55.43","432"
"Severe","35.05","454"
"Severe","33.15","408"
"Very Poor","38.7","381"
"Severe","45.2","468"
"","59.4",""
"","",""
"","64.45",""
"Severe","59.96","629"
"Severe","66.21","793"
"Severe","38","495"
"Severe","44.41","528"
"Severe","50.66","570"
"Severe","73.61","708"
"Very Poor","27.17","314"
"Very Poor","39.27","386"
"Very Poor","45.4","356"
"Very Poor","59.74","398"
"Severe","58.49","476"
"Severe","61.46","572"
"Severe","39.34","427"
"Severe","28.2","466"
"Severe","30.18","438"
"Severe","20.71","432"
"Very Poor","21.94","322"
"Poor","33.66","266"
"Severe","51.11","430"
"Severe","57.08","528"
"Severe","49.88","512"
"Severe","57.65","614"
"Severe","68.62","954"
"Severe","99.81","1217"
"Severe","73.52","659"
"Severe","108.07","1389"
"Severe","117.13","1195"
"Severe","70.26","615"
"Severe","109.48","904"
"Severe","194.36","1595"
"","98.5",""
"Severe","96.74","919"
"Severe","90.7","1190"
"Severe","100.06","956"
"Severe","109.01","1124"
"Very Poor","87.87","318"
"Poor","89.05","228"
"Poor","81.62","225"
"Poor","84.9","258"
"Poor","46.84","249"
"Poor","53.59","270"
"Very Poor","82.74","334"
"Poor","62.7","273"
"Moderate","57.54","199"
"Poor","75.12","212"
"Moderate","37.74","200"
"Very Poor","20.1","305"
"Severe","54.57","502"
"Very Poor","63.17","362"
"Poor","42.27","275"
"Very Poor","33.68","351"
"Severe","69.31","636"
"Very Poor","84.29","346"
"Severe","112.08","561"
"Very Poor","56.86","358"
"Very Poor","64.96","316"
"Very Poor","48.99","358"
"Poor","68.07","282"
"Poor","84.08","289"
"Severe","100.47","733"
"Severe","88","638"
"Severe","49.19","415"
"Severe","43.56","411"
"Severe","70.05","433"
"Severe","58.66","632"
"Severe","62.15","883"
"Severe","52.04","884"
"Severe","46.54","552"
"Severe","55.43","662"
"Very Poor","55.5","356"
"Severe","58.97","477"
"Severe","60.38","443"
"Very Poor","73.87","378"
"Severe","64.06","441"
"Severe","53.91","411"
"Poor","38.15","236"
"Poor","48.47","212"
"Moderate","46.95","199"
"Poor","43.06","248"
"Moderate","46.74","192"
"Moderate","41.61","134"
"Moderate","77.66","140"
"Moderate","65.48","197"
"Very Poor","64.87","344"
"Poor","93.24","276"
"Poor","92.26","293"
"Very Poor","78.95","329"
"Severe","86.88","458"
"Severe","72.3","538"
"Severe","62.39","520"
"Poor","52.59","242"
"Moderate","63.33","157"
"Moderate","48.58","177"
"Moderate","45.47","145"
"Poor","54.42","237"
"Poor","72.45","231"
"Very Poor","89.97","391"
"Severe","104.25","712"
"Poor","64.25","206"
"Moderate","60.17","170"
"Moderate","57.99","113"
"Moderate","49.63","113"
"Moderate","53","166"
"Poor","52.77","216"
"Very Poor","39.89","381"
"Poor","43.95","288"
"Very Poor","53.52","398"
"Severe","69.1","703"
"Very Poor","74.18","385"
"Poor","79.57","216"
"Moderate","72.59","162"
"Poor","69.54","220"
"Poor","66.2","254"
"Poor","55.99","255"
"Moderate","46.96","175"
"Poor","70.06","285"
"Moderate","61.4","157"
"Moderate","38.89","129"
"Moderate","56.14","129"
"Moderate","59.96","114"
"Poor","83.9","212"
"Very Poor","89.34","368"
"Moderate","39.83","189"
"Moderate","53.27","142"
"Moderate","40.07","152"
"Very Poor","80.24","334"
"Severe","59.51","547"
"Very Poor","36.05","375"
"Very Poor","36.21","384"
"Severe","51.15","529"
"Severe","51.32","449"
"Severe","38.71","483"
"","40.83",""
"","61.05",""
"","62.03",""
"","33.93",""
"Poor","18.03","289"
"Poor","28.77","204"
"Severe","41.74","528"
"Severe","57.28","660"
"Severe","88.79","483"
"Very Poor","52.31","336"
"Poor","68.19","272"
"Severe","80.59","571"
"Severe","77.56","568"
"Very Poor","56.5","387"
"Very Poor","66.87","322"
"Severe","95.25","652"
"Poor","69.85","215"
"Poor","64.94","223"
"Very Poor","79.58","340"
"Severe","83.67","475"
"Severe","88.83","974"
"Severe","50.55","412"
"Severe","73.04","480"
"Very Poor","59.47","388"
"Severe","62.48","543"
"Severe","85.33","1226"
"Severe","114.79","1291"
"Severe","65.74","493"
"Severe","60.61","407"
"Moderate","36.35","168"
"Poor","54.06","219"
"Poor","68.68","282"
"Severe","73.18","528"
"Severe","137.81","983"
"Severe","94.27","1262"
"Severe","79.68","962"
"Severe","53.86","421"
"Severe","53.06","475"
"Severe","56.2","508"
"Severe","77.58","460"
"Poor","49.16","246"
"Poor","43.75","261"
"Very Poor","54.05","308"
"Very Poor","51.32","359"
"Very Poor","35.04","325"
"Moderate","37.02","170"
"Moderate","37.67","116"
"Moderate","31.12","152"
"Poor","41.19","218"
"Very Poor","41.72","302"
"Moderate","39.57","170"
"Poor","39.42","215"
"Poor","36.03","222"
"Very Poor","53.07","310"
"Severe","58.54","487"
"Severe","101.09","988"
"","50.47",""
"Poor","74.43","296"
"Moderate","48.16","180"
"Poor","44.61","247"
"Moderate","31.89","135"
"Moderate","33.25","195"
"Poor","43.67","216"
"Moderate","22.93","193"
"Moderate","37.73","160"
"Moderate","20.67","125"
"Moderate","28.55","140"
"Moderate","29.97","145"
"Moderate","24.79","153"
"Moderate","25.52","164"
"Moderate","33.48","173"
"Moderate","39.44","182"
"Moderate","43.77","152"
"Moderate","46.64","145"
"Moderate","45.8","159"
"Moderate","36.3","183"
"Moderate","32.12","168"
"Moderate","30.73","113"
"Satisfactory","30.18","89"
"Moderate","26.7","101"
"Satisfactory","18.77","95"
"Satisfactory","31.16","89"
"Satisfactory","23.69","88"
"Satisfactory","38.65","95"
"Satisfactory","30.8","92"
"Satisfactory","30.69","96"
"Satisfactory","21.27","99"
"Satisfactory","29.84","86"
"Satisfactory","27.81","87"
"Moderate","32.11","101"
"Moderate","31.67","106"
"Moderate","27.19","110"
"Satisfactory","28.25","98"
"Moderate","25.91","101"
"Moderate","31.76","117"
"Moderate","32.55","130"
"Moderate","27.15","122"
"Moderate","26.93","128"
"Moderate","28.71","128"
"Moderate","22.56","131"
"Moderate","23.82","121"
"Moderate","23.73","130"
"Moderate","33.47","143"
"Moderate","26.52","146"
"Moderate","30.45","135"
"Moderate","26.79","127"
"Moderate","23.79","122"
"Moderate","26.17","125"
"Moderate","21.31","125"
"Moderate","21.94","135"
"Moderate","23.19","117"
"Moderate","21.9","127"
"Moderate","19.15","125"
"Moderate","35.75","136"
"Moderate","27.28","137"
"Moderate","20.85","133"
"Moderate","23.98","133"
"Moderate","25.6","132"
"Moderate","33.35","130"
"Moderate","31.38","142"
"Moderate","29.26","135"
"Moderate","25.47","140"
"Moderate","24.84","126"
"Moderate","29.78","126"
"Moderate","31.25","123"
"Moderate","30.7","117"
"Moderate","23.91","126"
"Moderate","25.71","112"
"Moderate","22.83","104"
"Moderate","31.02","126"
"Moderate","131.88","152"
"","",""
"Moderate","26.08","101"
"Satisfactory","30.72","92"
"Satisfactory","33.19","95"
"Satisfactory","20.67","93"
"Satisfactory","22.92","97"
"Satisfactory","21.17","84"
"Moderate","23.62","101"
"Satisfactory","20.4","92"
"Moderate","21.4","105"
"Satisfactory","21.72","98"
"Satisfactory","24.1","96"
"Satisfactory","21.21","96"
"Satisfactory","31.49","80"
"Satisfactory","14.79","95"
"","12.1",""
"Moderate","17.65","108"
"Moderate","22.9","124"
"Moderate","24.28","106"
"Satisfactory","19.02","75"
"Satisfactory","22.2","85"
"Satisfactory","30.29","91"
"Satisfactory","32.56","95"
"Satisfactory","36.48","93"
"Satisfactory","62.12","92"
"Satisfactory","31.57","82"
"Satisfactory","29.75","74"
"Satisfactory","40.02","98"
"Moderate","37.63","119"
"","32.69",""
"Satisfactory","31.21","52"
"Satisfactory","38.39","60"
"Satisfactory","43.23","62"
"Satisfactory","33.82","70"
"Satisfactory","27.14","54"
"Good","27.32","40"
"Satisfactory","31.76","51"
"Satisfactory","43.8","63"
"Satisfactory","35.48","69"
"Satisfactory","51.27","70"
"Satisfactory","33.24","71"
"Satisfactory","35.34","53"
"Satisfactory","47.34","66"
"Satisfactory","53.64","92"
"Satisfactory","54.9","89"
"Satisfactory","44.64","82"
"Satisfactory","51.33","71"
"Satisfactory","34.54","81"
"Satisfactory","39.47","60"
"Satisfactory","27.27","51"
"Satisfactory","38.6","62"
"Satisfactory","36.22","64"
"Satisfactory","30.35","54"
"Good","24.05","43"
"Good","26.47","44"
"Good","35.13","48"
"Satisfactory","33.19","61"
"Good","24.92","45"
"Satisfactory","39.15","59"
"Satisfactory","38.01","64"
"Satisfactory","30.06","55"
"Good","21.7","41"
"Good","28.33","42"
"Satisfactory","46.26","64"
"Satisfactory","40.72","76"
"Good","22.63","49"
"Good","15.06","33"
"Good","19.5","31"
"Good","10.48","24"
"Good","11.79","24"
"Good","9.53","23"
"Good","8.53","20"
"Good","10.42","19"
"Good","5.74","19"
"Good","3.14","19"
"Good","1.97","18"
"Good","5.4","19"
"Good","3.55","19"
"Good","3.85","19"
"Good","4.49","19"
"Good","7.92","20"
"Good","8.24","20"
"Good","5.48","19"
"Good","6.32","19"
"Good","10.16","19"
"Good","6.15","20"
"Good","3.93","20"
"Good","13.61","20"
"Good","13.29","24"
"Good","16.09","24"
"Good","25.35","35"
"Good","27.97","46"
"Good","23.72","46"
"Good","21.05","33"
"Good","14.82","31"
"Good","8.3","21"
"Good","12.42","20"
"Good","17.92","26"
"Good","18.83","32"
"Good","6.53","24"
"Good","8.97","20"
"Good","14.67","22"
"Good","16.13","22"
"Good","13.4","27"
"Good","9.72","20"
"Good","9.03","19"
"Good","1.96","21"
"Good","3.47","21"
"Good","3.62","20"
"Good","3.43","20"
"Good","3.68","19"
"Good","4.52","19"
"Good","3.96","20"
"Good","2.33","20"
"Good","2.17","19"
"Good","2.49","31"
"Good","2.81","20"
"Good","5.2","19"
"Good","14.44","25"
"Good","10.08","23"
"Good","1.54","19"
"","",""
"Good","0.99","19"
"Good","1.4","19"
"Good","0.98","19"
"Good","1.19","19"
"Good","1.14","19"
"Good","","20"
"Good","1.25","20"
"Good","2.46","19"
"Good","2.63","19"
"Good","2.88","20"
"Good","2.76","20"
"Good","8.62","25"
"Good","7.98","33"
"Good","1.39","21"
"Good","0.16","19"
"Good","0.24","19"
"Good","0.28","20"
"Good","1.89","20"
"Good","4.49","20"
"","71.36",""
"Moderate","81.4","184"
"Moderate","78.32","197"
"Moderate","88.76","198"
"Moderate","64.18","188"
"Moderate","72.47","173"
"Moderate","69.8","165"
"Moderate","73.96","191"
"Moderate","89.9","191"
"Poor","87.14","227"
"Moderate","84.64","168"
"Moderate","88.36","198"
"Poor","96.83","201"
"Poor","117.46","252"
"Very Poor","122.88","310"
"Moderate","74.28","196"
"Moderate","50.32","132"
"Moderate","58.47","147"
"Moderate","89.35","179"
"Moderate","64.42","145"
"Moderate","69.4","115"
"Moderate","71.07","140"
"Moderate","79.76","156"
"Poor","108.06","225"
"Poor","100.75","251"
"Poor","106.25","228"
"Poor","83.79","223"
"Moderate","79.98","170"
"Moderate","76.27","165"
"Moderate","86.5","159"
"Poor","100.62","232"
"Poor","110.73","242"
"Poor","107.7","274"
"Poor","104.81","259"
"Poor","89.95","225"
"Moderate","74.58","177"
"Moderate","56.68","120"
"Moderate","61.03","120"
"Moderate","59.03","120"
"Moderate","61.88","132"
"Moderate","71.57","136"
"Moderate","92.44","182"
"Poor","92.9","222"
"Poor","85.15","230"
"Poor","81.47","224"
"Poor","81.58","217"
"Poor","79.56","230"
"Poor","87.43","229"
"Poor","87.33","229"
"Poor","110.39","235"
"Poor","77.51","214"
"Moderate","86.96","186"
"Moderate","76.29","172"
"Moderate","67.06","138"
"Moderate","68.34","125"
"Moderate","66.28","132"
"Moderate","64.98","111"
"Moderate","75.46","137"
"Moderate","81.58","172"
"Moderate","78.27","160"
"Moderate","79.01","163"
"Moderate","77.98","165"
"Moderate","77.96","139"
"Moderate","79.04","176"
"Moderate","77.78","162"
"Moderate","76.48","160"
"Moderate","74.2","142"
"Moderate","78.23","172"
"Moderate","68.53","134"
"Moderate","62.08","136"
"Moderate","50.64","130"
"Moderate","44.21","111"
"Moderate","50.71","117"
"Moderate","42.27","102"
"Moderate","39.41","108"
"Satisfactory","50.56","99"
"Moderate","50.54","121"
"Satisfactory","26.22","86"
"Satisfactory","31.83","57"
"Moderate","70.26","107"
"Moderate","59.47","118"
"Moderate","58.71","110"
"Moderate","56.29","114"
"Moderate","50.41","111"
"Moderate","57.53","117"
"Moderate","43.82","107"
"Satisfactory","42.71","87"
"Satisfactory","54.73","89"
"Satisfactory","50.91","97"
"Satisfactory","38.5","100"
"Moderate","32.21","105"
"Moderate","35.36","114"
"Moderate","59.65","116"
"Moderate","46.16","116"
"Satisfactory","34.31","98"
"Moderate","39.52","116"
"Moderate","43.08","108"
"Satisfactory","38.1","100"
"Satisfactory","33.08","92"
"Satisfactory","29.7","80"
"Satisfactory","38.67","88"
"Satisfactory","30.04","83"
"Satisfactory","39.72","100"
"Satisfactory","38.21","81"
"Moderate","58.31","112"
"Moderate","62.49","113"
"Moderate","49.04","105"
"Satisfactory","41.67","88"
"Satisfactory","32.44","78"
"Satisfactory","26.43","78"
"Satisfactory","25.08","69"
"Satisfactory","26.09","60"
"Satisfactory","16.62","51"
"Satisfactory","49.58","61"
"Satisfactory","43.52","90"
"Satisfactory","39.83","74"
"Satisfactory","36.89","76"
"","48.71",""
"Satisfactory","52.69","92"
"Satisfactory","46.48","93"
"Satisfactory","44.22","88"
"Satisfactory","35.91","75"
"Satisfactory","39.05","79"
"Satisfactory","30.21","74"
"Satisfactory","31.14","62"
"Satisfactory","26.82","53"
"Satisfactory","26.34","53"
"Satisfactory","28.48","55"
"Satisfactory","21.83","52"
"Satisfactory","24.23","55"
"Satisfactory","22.29","56"
"Satisfactory","25.28","56"
"Satisfactory","19.68","52"
"","29.89",""
"Satisfactory","24.4","76"
"Satisfactory","20.05","76"
"Satisfactory","23.72","81"
"Satisfactory","26.12","59"
"","13",""
"","9.25",""
"Good","7.16","46"
"Good","7.97","40"
"Good","6.48","33"
"Good","7.2","49"
"Good","8.27","32"
"","17.79",""
"Good","9.21","42"
"","24.83",""
"Satisfactory","19.78","53"
"Good","8.85","47"
"","25",""
"","23.35",""
"Satisfactory","18.48","79"
"","24.79",""
"Good","11.04","47"
"Satisfactory","9.74","51"
"Satisfactory","10.35","52"
"","28.85",""
"Satisfactory","22.81","88"
"Satisfactory","28.54","78"
"Satisfactory","18.46","90"
"Good","23.9","43"
"","",""
"","",""
"","17",""
"","29.12",""
"Satisfactory","14.42","55"
"","19.06",""
"Satisfactory","12.42","52"
"","21.4",""
"Satisfactory","16.78","84"
"Satisfactory","19.77","95"
"Satisfactory","22.63","58"
"","22.44",""
"Moderate","15.2","125"
"Moderate","9.58","192"
"","43.35",""
"Satisfactory","16.44","81"
"","27.93",""
"Satisfactory","13.23","65"
"","20.52",""
"Satisfactory","25.62","86"
"Satisfactory","40.32","62"
"Satisfactory","13.07","78"
"Moderate","16.56","114"
"Moderate","19.57","103"
"Moderate","30.96","134"
"Moderate","32.1","168"
"Moderate","31.82","150"
"Moderate","37.5","127"
"Moderate","23.25","106"
"Moderate","27.42","129"
"Moderate","31.26","136"
"Moderate","28.12","155"
"Satisfactory","32.33","87"
"Satisfactory","19.29","84"
"Satisfactory","17.99","85"
"Satisfactory","12.72","91"
"Satisfactory","13.65","76"
"Satisfactory","17.64","60"
"Satisfactory","23.43","69"
"Satisfactory","25.92","64"
"Satisfactory","32.7","98"
"Moderate","31.58","128"
